m,TagName,
"2020-07-01 00:00:00","haskell","213"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","c","2092"
"2020-07-01 00:00:00","python","26233"
"2020-07-01 00:00:00","lua","140"
"2020-07-01 00:00:00","r","4935"
"2020-07-01 00:00:00","c#","7792"
"2020-07-01 00:00:00","erlang","31"
"2020-07-01 00:00:00","shell","552"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","go","640"
"2020-07-01 00:00:00","scala","698"
"2020-07-01 00:00:00","php","5920"
"2020-07-01 00:00:00","java","10421"
"2020-07-01 00:00:00","julia","144"
"2020-07-01 00:00:00","rust","470"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","objective-c","285"
"2020-07-01 00:00:00","c++","5156"
"2020-08-01 00:00:00","shell","489"
"2020-08-01 00:00:00","fortran","68"
"2020-08-01 00:00:00","python","22969"
"2020-08-01 00:00:00","sql","3871"
"2020-08-01 00:00:00","scala","562"
"2020-08-01 00:00:00","kotlin","1265"
"2020-08-01 00:00:00","r","4492"
"2020-08-01 00:00:00","c","1890"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","c#","7048"
"2020-08-01 00:00:00","cobol","4"
"2020-08-01 00:00:00","clojure","45"
"2020-08-01 00:00:00","objective-c","206"
"2020-08-01 00:00:00","php","4964"
"2020-08-01 00:00:00","rust","469"
"2020-08-01 00:00:00","java","9286"
"2020-08-01 00:00:00","erlang","26"
"2020-08-01 00:00:00","julia","139"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","lua","156"
"2020-08-01 00:00:00","haskell","193"
"2020-08-01 00:00:00","swift","2673"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","javascript","17989"
"2020-08-01 00:00:00","groovy","147"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","typescript","2807"
"2020-08-01 00:00:00","c++","4769"
"2020-08-01 00:00:00","go","705"
"2020-09-01 00:00:00","sql","4142"
"2020-09-01 00:00:00","typescript","2773"
"2020-09-01 00:00:00","fortran","66"
"2020-09-01 00:00:00","objective-c","225"
"2020-09-01 00:00:00","groovy","158"
"2020-09-01 00:00:00","haskell","192"
"2020-09-01 00:00:00","c","2144"
"2020-09-01 00:00:00","go","728"
"2020-09-01 00:00:00","javascript","16735"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c++","3911"
"2020-09-01 00:00:00","shell","499"
"2020-09-01 00:00:00","clojure","47"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","julia","109"
"2020-09-01 00:00:00","c#","6441"
"2020-09-01 00:00:00","java","8914"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","swift","2549"
"2020-09-01 00:00:00","python","21691"
"2020-09-01 00:00:00","ruby","513"
"2020-09-01 00:00:00","scala","553"
"2020-09-01 00:00:00","rust","446"
"2020-09-01 00:00:00","kotlin","1370"
"2020-09-01 00:00:00","r","4751"
"2020-09-01 00:00:00","erlang","35"
"2020-09-01 00:00:00","php","4756"
"2020-09-01 00:00:00","cobol","17"
"2020-09-01 00:00:00","lua","120"
"2020-10-01 00:00:00","java","8911"
"2020-10-01 00:00:00","julia","171"
"2020-10-01 00:00:00","scala","618"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","fortran","58"
"2020-10-01 00:00:00","c","2363"
"2020-10-01 00:00:00","python","22751"
"2020-10-01 00:00:00","typescript","2789"
"2020-10-01 00:00:00","c#","6180"
"2020-10-01 00:00:00","swift","2314"
"2020-10-01 00:00:00","groovy","119"
"2020-10-01 00:00:00","shell","532"
"2020-10-01 00:00:00","clojure","44"
"2020-10-01 00:00:00","sql","4253"
"2020-10-01 00:00:00","objective-c","247"
"2020-10-01 00:00:00","r","5065"
"2020-10-01 00:00:00","cobol","5"
"2020-10-01 00:00:00","erlang","25"
"2020-10-01 00:00:00","lua","127"
"2020-10-01 00:00:00","kotlin","1422"
"2020-10-01 00:00:00","rust","441"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","c++","4318"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","javascript","16381"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","haskell","257"
"2020-10-01 00:00:00","php","4560"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","clojure","45"
"2020-11-01 00:00:00","erlang","37"
"2020-11-01 00:00:00","python","22107"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","shell","511"
"2020-11-01 00:00:00","c","2689"
"2020-11-01 00:00:00","c++","4309"
"2020-11-01 00:00:00","go","524"
"2020-11-01 00:00:00","sql","4175"
"2020-11-01 00:00:00","java","8453"
"2020-11-01 00:00:00","kotlin","1401"
"2020-11-01 00:00:00","lua","142"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","r","4802"
"2020-11-01 00:00:00","fortran","88"
"2020-11-01 00:00:00","php","4601"
"2020-11-01 00:00:00","haskell","280"
"2020-11-01 00:00:00","typescript","2527"
"2020-11-01 00:00:00","groovy","124"
"2020-11-01 00:00:00","cobol","9"
"2020-11-01 00:00:00","scala","476"
"2020-11-01 00:00:00","rust","371"
"2020-11-01 00:00:00","c#","5969"
"2020-11-01 00:00:00","objective-c","210"
"2020-11-01 00:00:00","javascript","15478"
"2020-11-01 00:00:00","swift","2157"
"2020-11-01 00:00:00","julia","184"
"2020-11-01 00:00:00","ruby","500"
"2020-12-01 00:00:00","objective-c","160"
"2020-12-01 00:00:00","julia","174"
"2020-12-01 00:00:00","assembly","299"
"2020-12-01 00:00:00","c#","5720"
"2020-12-01 00:00:00","groovy","152"
"2020-12-01 00:00:00","erlang","41"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","ruby","498"
"2020-12-01 00:00:00","scala","466"
"2020-12-01 00:00:00","c++","4440"
"2020-12-01 00:00:00","typescript","2479"
"2020-12-01 00:00:00","haskell","247"
"2020-12-01 00:00:00","cobol","13"
"2020-12-01 00:00:00","php","4780"
"2020-12-01 00:00:00","r","4335"
"2020-12-01 00:00:00","python","22126"
"2020-12-01 00:00:00","clojure","53"
"2020-12-01 00:00:00","fortran","83"
"2020-12-01 00:00:00","sql","3943"
"2020-12-01 00:00:00","kotlin","1308"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","javascript","15977"
"2020-12-01 00:00:00","c","2637"
"2020-12-01 00:00:00","swift","2093"
"2020-12-01 00:00:00","shell","483"
"2020-12-01 00:00:00","lua","150"
"2020-12-01 00:00:00","rust","475"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","java","7788"
"2021-01-01 00:00:00","c","2564"
"2021-01-01 00:00:00","rust","506"
"2021-01-01 00:00:00","php","4741"
"2021-01-01 00:00:00","python","22818"
"2021-01-01 00:00:00","javascript","16838"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","clojure","59"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","sql","3633"
"2021-01-01 00:00:00","java","8006"
"2021-01-01 00:00:00","shell","468"
"2021-01-01 00:00:00","kotlin","1389"
"2021-01-01 00:00:00","groovy","139"
"2021-01-01 00:00:00","fortran","92"
"2021-01-01 00:00:00","go","566"
"2021-01-01 00:00:00","c++","4097"
"2021-01-01 00:00:00","lua","167"
"2021-01-01 00:00:00","typescript","2662"
"2021-01-01 00:00:00","haskell","238"
"2021-01-01 00:00:00","objective-c","149"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","assembly","308"
"2021-01-01 00:00:00","c#","6178"
"2021-01-01 00:00:00","swift","2305"
"2021-01-01 00:00:00","r","4337"
"2021-01-01 00:00:00","erlang","30"
"2021-01-01 00:00:00","scala","459"
"2021-01-01 00:00:00","julia","229"
"2021-01-01 00:00:00","cobol","9"
"2021-02-01 00:00:00","scala","456"
"2021-02-01 00:00:00","fortran","66"
"2021-02-01 00:00:00","typescript","2526"
"2021-02-01 00:00:00","sql","3575"
"2021-02-01 00:00:00","shell","494"
"2021-02-01 00:00:00","kotlin","1217"
"2021-02-01 00:00:00","cobol","12"
"2021-02-01 00:00:00","c","2234"
"2021-02-01 00:00:00","erlang","28"
"2021-02-01 00:00:00","julia","160"
"2021-02-01 00:00:00","r","4323"
"2021-02-01 00:00:00","java","7561"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","php","4368"
"2021-02-01 00:00:00","python","21361"
"2021-02-01 00:00:00","clojure","43"
"2021-02-01 00:00:00","haskell","188"
"2021-02-01 00:00:00","c#","5786"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","lua","120"
"2021-02-01 00:00:00","objective-c","176"
"2021-02-01 00:00:00","swift","2252"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","javascript","15241"
"2021-02-01 00:00:00","rust","432"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","groovy","139"
"2021-02-01 00:00:00","c++","4086"
"2021-02-01 00:00:00","go","567"
"2021-03-01 00:00:00","erlang","24"
"2021-03-01 00:00:00","groovy","151"
"2021-03-01 00:00:00","python","23761"
"2021-03-01 00:00:00","clojure","43"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","javascript","16722"
"2021-03-01 00:00:00","java","8637"
"2021-03-01 00:00:00","kotlin","1361"
"2021-03-01 00:00:00","cobol","8"
"2021-03-01 00:00:00","fortran","78"
"2021-03-01 00:00:00","c","2480"
"2021-03-01 00:00:00","c#","6375"
"2021-03-01 00:00:00","shell","453"
"2021-03-01 00:00:00","c++","4289"
"2021-03-01 00:00:00","typescript","3080"
"2021-03-01 00:00:00","go","755"
"2021-03-01 00:00:00","objective-c","172"
"2021-03-01 00:00:00","ruby","497"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","haskell","226"
"2021-03-01 00:00:00","lua","149"
"2021-03-01 00:00:00","julia","149"
"2021-03-01 00:00:00","r","5168"
"2021-03-01 00:00:00","sql","4178"
"2021-03-01 00:00:00","scala","547"
"2021-03-01 00:00:00","swift","2374"
"2021-03-01 00:00:00","rust","569"
"2021-03-01 00:00:00","delphi","254"
"2021-03-01 00:00:00","php","4733"
"2021-04-01 00:00:00","scala","446"
"2021-04-01 00:00:00","sql","3894"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","clojure","38"
"2021-04-01 00:00:00","python","22352"
"2021-04-01 00:00:00","lua","145"
"2021-04-01 00:00:00","c","2291"
"2021-04-01 00:00:00","fortran","58"
"2021-04-01 00:00:00","java","7898"
"2021-04-01 00:00:00","haskell","231"
"2021-04-01 00:00:00","rust","555"
"2021-04-01 00:00:00","c++","3923"
"2021-04-01 00:00:00","assembly","319"
"2021-04-01 00:00:00","erlang","18"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","c#","5888"
"2021-04-01 00:00:00","objective-c","162"
"2021-04-01 00:00:00","kotlin","1364"
"2021-04-01 00:00:00","r","4793"
"2021-04-01 00:00:00","swift","2110"
"2021-04-01 00:00:00","cobol","11"
"2021-04-01 00:00:00","php","4294"
"2021-04-01 00:00:00","shell","422"
"2021-04-01 00:00:00","julia","150"
"2021-04-01 00:00:00","groovy","146"
"2021-04-01 00:00:00","javascript","15815"
"2021-04-01 00:00:00","typescript","2799"
"2021-04-01 00:00:00","ruby","517"
"2021-04-01 00:00:00","go","623"
"2021-05-01 00:00:00","c++","4175"
"2021-05-01 00:00:00","javascript","15777"
"2021-05-01 00:00:00","java","7928"
"2021-05-01 00:00:00","go","642"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","sql","3763"
"2021-05-01 00:00:00","typescript","2722"
"2021-05-01 00:00:00","shell","438"
"2021-05-01 00:00:00","scala","442"
"2021-05-01 00:00:00","clojure","51"
"2021-05-01 00:00:00","groovy","106"
"2021-05-01 00:00:00","rust","486"
"2021-05-01 00:00:00","python","22338"
"2021-05-01 00:00:00","kotlin","1383"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","c","2081"
"2021-05-01 00:00:00","swift","1855"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","cobol","12"
"2021-05-01 00:00:00","r","4662"
"2021-05-01 00:00:00","julia","148"
"2021-05-01 00:00:00","lua","127"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","erlang","27"
"2021-05-01 00:00:00","objective-c","128"
"2021-05-01 00:00:00","php","4245"
"2021-05-01 00:00:00","fortran","84"
"2021-05-01 00:00:00","c#","5715"
"2021-05-01 00:00:00","haskell","256"
"2021-06-01 00:00:00","php","4066"
"2021-06-01 00:00:00","haskell","182"
"2021-06-01 00:00:00","c","1862"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c++","3809"
"2021-06-01 00:00:00","kotlin","1420"
"2021-06-01 00:00:00","typescript","2773"
"2021-06-01 00:00:00","scala","405"
"2021-06-01 00:00:00","lua","125"
"2021-06-01 00:00:00","c#","5611"
"2021-06-01 00:00:00","rust","503"
"2021-06-01 00:00:00","shell","442"
"2021-06-01 00:00:00","javascript","14971"
"2021-06-01 00:00:00","python","20832"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","objective-c","140"
"2021-06-01 00:00:00","fortran","76"
"2021-06-01 00:00:00","groovy","144"
"2021-06-01 00:00:00","r","4275"
"2021-06-01 00:00:00","cobol","12"
"2021-06-01 00:00:00","ruby","418"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","swift","1783"
"2021-06-01 00:00:00","clojure","33"
"2021-06-01 00:00:00","julia","147"
"2021-06-01 00:00:00","java","7566"
"2021-06-01 00:00:00","erlang","16"
"2021-06-01 00:00:00","sql","3903"
"2021-07-01 00:00:00","shell","405"
"2021-07-01 00:00:00","rust","505"
"2021-07-01 00:00:00","kotlin","1367"
"2021-07-01 00:00:00","sql","3624"
"2021-07-01 00:00:00","objective-c","122"
"2021-07-01 00:00:00","python","20527"
"2021-07-01 00:00:00","go","603"
"2021-07-01 00:00:00","c","1616"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","r","4042"
"2021-07-01 00:00:00","lua","117"
"2021-07-01 00:00:00","clojure","31"
"2021-07-01 00:00:00","erlang","18"
"2021-07-01 00:00:00","assembly","183"
"2021-07-01 00:00:00","swift","1956"
"2021-07-01 00:00:00","java","6933"
"2021-07-01 00:00:00","haskell","155"
"2021-07-01 00:00:00","typescript","2717"
"2021-07-01 00:00:00","php","3877"
"2021-07-01 00:00:00","javascript","14732"
"2021-07-01 00:00:00","scala","385"
"2021-07-01 00:00:00","groovy","152"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","julia","196"
"2021-07-01 00:00:00","cobol","7"
"2021-07-01 00:00:00","c++","3484"
"2021-07-01 00:00:00","fortran","90"
"2021-07-01 00:00:00","c#","5194"
"2021-08-01 00:00:00","kotlin","1416"
"2021-08-01 00:00:00","sql","3567"
"2021-08-01 00:00:00","r","4032"
"2021-08-01 00:00:00","shell","420"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","groovy","167"
"2021-08-01 00:00:00","fortran","60"
"2021-08-01 00:00:00","python","19774"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c#","5095"
"2021-08-01 00:00:00","rust","452"
"2021-08-01 00:00:00","objective-c","122"
"2021-08-01 00:00:00","cobol","15"
"2021-08-01 00:00:00","javascript","14593"
"2021-08-01 00:00:00","julia","136"
"2021-08-01 00:00:00","go","745"
"2021-08-01 00:00:00","lua","115"
"2021-08-01 00:00:00","java","6730"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","clojure","38"
"2021-08-01 00:00:00","erlang","10"
"2021-08-01 00:00:00","swift","1886"
"2021-08-01 00:00:00","php","3853"
"2021-08-01 00:00:00","c","1529"
"2021-08-01 00:00:00","scala","398"
"2021-08-01 00:00:00","c++","3233"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","haskell","155"
"2021-08-01 00:00:00","typescript","2843"
"2021-09-01 00:00:00","java","6588"
"2021-09-01 00:00:00","kotlin","1409"
"2021-09-01 00:00:00","cobol","12"
"2021-09-01 00:00:00","groovy","133"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5039"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","c++","3580"
"2021-09-01 00:00:00","typescript","2808"
"2021-09-01 00:00:00","go","620"
"2021-09-01 00:00:00","scala","377"
"2021-09-01 00:00:00","fortran","68"
"2021-09-01 00:00:00","python","18961"
"2021-09-01 00:00:00","sql","3421"
"2021-09-01 00:00:00","shell","409"
"2021-09-01 00:00:00","julia","148"
"2021-09-01 00:00:00","r","3898"
"2021-09-01 00:00:00","haskell","155"
"2021-09-01 00:00:00","erlang","20"
"2021-09-01 00:00:00","swift","1616"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","clojure","32"
"2021-09-01 00:00:00","assembly","192"
"2021-09-01 00:00:00","javascript","14381"
"2021-09-01 00:00:00","rust","395"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","objective-c","107"
"2021-09-01 00:00:00","php","3686"
"2021-09-01 00:00:00","lua","97"
"2021-10-01 00:00:00","java","6542"
"2021-10-01 00:00:00","clojure","30"
"2021-10-01 00:00:00","c#","5267"
"2021-10-01 00:00:00","cobol","16"
"2021-10-01 00:00:00","c","2088"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","python","19742"
"2021-10-01 00:00:00","rust","458"
"2021-10-01 00:00:00","erlang","18"
"2021-10-01 00:00:00","sql","3205"
"2021-10-01 00:00:00","swift","1562"
"2021-10-01 00:00:00","lua","121"
"2021-10-01 00:00:00","kotlin","1295"
"2021-10-01 00:00:00","shell","384"
"2021-10-01 00:00:00","julia","153"
"2021-10-01 00:00:00","typescript","2851"
"2021-10-01 00:00:00","javascript","13795"
"2021-10-01 00:00:00","objective-c","128"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","php","3570"
"2021-10-01 00:00:00","groovy","134"
"2021-10-01 00:00:00","scala","432"
"2021-10-01 00:00:00","c++","3705"
"2021-10-01 00:00:00","go","699"
"2021-10-01 00:00:00","fortran","64"
"2021-10-01 00:00:00","haskell","295"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","r","4172"
"2021-11-01 00:00:00","haskell","296"
"2021-11-01 00:00:00","typescript","2726"
"2021-11-01 00:00:00","shell","439"
"2021-11-01 00:00:00","fortran","73"
"2021-11-01 00:00:00","delphi","140"
"2021-11-01 00:00:00","cobol","8"
"2021-11-01 00:00:00","go","650"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","c#","5577"
"2021-11-01 00:00:00","assembly","285"
"2021-11-01 00:00:00","rust","487"
"2021-11-01 00:00:00","c++","3798"
"2021-11-01 00:00:00","clojure","31"
"2021-11-01 00:00:00","scala","384"
"2021-11-01 00:00:00","r","4026"
"2021-11-01 00:00:00","julia","152"
"2021-11-01 00:00:00","php","3476"
"2021-11-01 00:00:00","perl","77"
"2021-11-01 00:00:00","c","2200"
"2021-11-01 00:00:00","swift","1530"
"2021-11-01 00:00:00","erlang","24"
"2021-11-01 00:00:00","java","6890"
"2021-11-01 00:00:00","kotlin","1451"
"2021-11-01 00:00:00","python","19995"
"2021-11-01 00:00:00","javascript","13444"
"2021-11-01 00:00:00","groovy","136"
"2021-11-01 00:00:00","lua","121"
"2021-11-01 00:00:00","objective-c","128"
"2021-11-01 00:00:00","sql","3369"
"2021-12-01 00:00:00","haskell","222"
"2021-12-01 00:00:00","groovy","120"
"2021-12-01 00:00:00","python","18972"
"2021-12-01 00:00:00","fortran","46"
"2021-12-01 00:00:00","php","3230"
"2021-12-01 00:00:00","sql","3171"
"2021-12-01 00:00:00","cobol","7"
"2021-12-01 00:00:00","typescript","2638"
"2021-12-01 00:00:00","go","720"
"2021-12-01 00:00:00","javascript","13042"
"2021-12-01 00:00:00","objective-c","110"
"2021-12-01 00:00:00","perl","101"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","c","2093"
"2021-12-01 00:00:00","ruby","372"
"2021-12-01 00:00:00","java","6165"
"2021-12-01 00:00:00","c#","5011"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","kotlin","1296"
"2021-12-01 00:00:00","rust","624"
"2021-12-01 00:00:00","shell","379"
"2021-12-01 00:00:00","r","3537"
"2021-12-01 00:00:00","swift","1416"
"2021-12-01 00:00:00","clojure","32"
"2021-12-01 00:00:00","scala","381"
"2021-12-01 00:00:00","lua","140"
"2021-12-01 00:00:00","c++","3556"
"2021-12-01 00:00:00","erlang","23"
"2021-12-01 00:00:00","julia","134"
"2022-01-01 00:00:00","delphi","134"
"2022-01-01 00:00:00","cobol","11"
"2022-01-01 00:00:00","swift","1726"
"2022-01-01 00:00:00","java","6419"
"2022-01-01 00:00:00","erlang","11"
"2022-01-01 00:00:00","r","3841"
"2022-01-01 00:00:00","kotlin","1441"
"2022-01-01 00:00:00","c","1950"
"2022-01-01 00:00:00","shell","419"
"2022-01-01 00:00:00","python","19641"
"2022-01-01 00:00:00","go","739"
"2022-01-01 00:00:00","clojure","18"
"2022-01-01 00:00:00","haskell","191"
"2022-01-01 00:00:00","rust","607"
"2022-01-01 00:00:00","lua","130"
"2022-01-01 00:00:00","sql","3100"
"2022-01-01 00:00:00","scala","376"
"2022-01-01 00:00:00","assembly","228"
"2022-01-01 00:00:00","ruby","443"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","objective-c","135"
"2022-01-01 00:00:00","groovy","117"
"2022-01-01 00:00:00","javascript","13931"
"2022-01-01 00:00:00","typescript","2961"
"2022-01-01 00:00:00","c++","3603"
"2022-01-01 00:00:00","php","3374"
"2022-01-01 00:00:00","c#","5253"
"2022-01-01 00:00:00","fortran","66"
"2022-01-01 00:00:00","julia","167"
"2022-02-01 00:00:00","typescript","2841"
"2022-02-01 00:00:00","sql","3200"
"2022-02-01 00:00:00","fortran","52"
"2022-02-01 00:00:00","objective-c","93"
"2022-02-01 00:00:00","erlang","21"
"2022-02-01 00:00:00","clojure","20"
"2022-02-01 00:00:00","rust","493"
"2022-02-01 00:00:00","python","19211"
"2022-02-01 00:00:00","php","3104"
"2022-02-01 00:00:00","javascript","12788"
"2022-02-01 00:00:00","c++","3187"
"2022-02-01 00:00:00","shell","442"
"2022-02-01 00:00:00","scala","334"
"2022-02-01 00:00:00","java","5908"
"2022-02-01 00:00:00","c","1673"
"2022-02-01 00:00:00","c#","5083"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","groovy","138"
"2022-02-01 00:00:00","ruby","404"
"2022-02-01 00:00:00","go","644"
"2022-02-01 00:00:00","cobol","4"
"2022-02-01 00:00:00","r","3909"
"2022-02-01 00:00:00","haskell","237"
"2022-02-01 00:00:00","swift","1599"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","julia","126"
"2022-02-01 00:00:00","lua","124"
"2022-02-01 00:00:00","kotlin","1277"
"2022-02-01 00:00:00","assembly","213"
"2022-03-01 00:00:00","clojure","46"
"2022-03-01 00:00:00","php","3125"
"2022-03-01 00:00:00","groovy","153"
"2022-03-01 00:00:00","typescript","3048"
"2022-03-01 00:00:00","swift","1738"
"2022-03-01 00:00:00","sql","3447"
"2022-03-01 00:00:00","objective-c","82"
"2022-03-01 00:00:00","go","758"
"2022-03-01 00:00:00","julia","132"
"2022-03-01 00:00:00","lua","138"
"2022-03-01 00:00:00","cobol","12"
"2022-03-01 00:00:00","r","4481"
"2022-03-01 00:00:00","c#","5666"
"2022-03-01 00:00:00","haskell","152"
"2022-03-01 00:00:00","scala","356"
"2022-03-01 00:00:00","shell","448"
"2022-03-01 00:00:00","ruby","444"
"2022-03-01 00:00:00","kotlin","1395"
"2022-03-01 00:00:00","assembly","233"
"2022-03-01 00:00:00","rust","557"
"2022-03-01 00:00:00","fortran","49"
"2022-03-01 00:00:00","javascript","13571"
"2022-03-01 00:00:00","java","6561"
"2022-03-01 00:00:00","c","1946"
"2022-03-01 00:00:00","c++","3500"
"2022-03-01 00:00:00","erlang","19"
"2022-03-01 00:00:00","python","20696"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","delphi","120"
"2022-04-01 00:00:00","sql","3234"
"2022-04-01 00:00:00","haskell","162"
"2022-04-01 00:00:00","java","6360"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","rust","561"
"2022-04-01 00:00:00","objective-c","115"
"2022-04-01 00:00:00","fortran","52"
"2022-04-01 00:00:00","kotlin","1306"
"2022-04-01 00:00:00","assembly","246"
"2022-04-01 00:00:00","cobol","6"
"2022-04-01 00:00:00","javascript","13468"
"2022-04-01 00:00:00","julia","114"
"2022-04-01 00:00:00","typescript","2700"
"2022-04-01 00:00:00","delphi","113"
"2022-04-01 00:00:00","c","1738"
"2022-04-01 00:00:00","swift","1450"
"2022-04-01 00:00:00","php","3175"
"2022-04-01 00:00:00","groovy","111"
"2022-04-01 00:00:00","erlang","18"
"2022-04-01 00:00:00","c#","5193"
"2022-04-01 00:00:00","r","4174"
"2022-04-01 00:00:00","shell","383"
"2022-04-01 00:00:00","c++","3480"
"2022-04-01 00:00:00","python","19823"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","scala","330"
"2022-04-01 00:00:00","go","715"
"2022-04-01 00:00:00","clojure","27"
"2022-04-01 00:00:00","lua","137"
"2022-05-01 00:00:00","haskell","165"
"2022-05-01 00:00:00","assembly","258"
"2022-05-01 00:00:00","javascript","13306"
"2022-05-01 00:00:00","c","1765"
"2022-05-01 00:00:00","kotlin","1280"
"2022-05-01 00:00:00","scala","325"
"2022-05-01 00:00:00","php","3368"
"2022-05-01 00:00:00","java","6469"
"2022-05-01 00:00:00","c#","5488"
"2022-05-01 00:00:00","perl","91"
"2022-05-01 00:00:00","erlang","24"
"2022-05-01 00:00:00","go","609"
"2022-05-01 00:00:00","python","19385"
"2022-05-01 00:00:00","groovy","127"
"2022-05-01 00:00:00","fortran","55"
"2022-05-01 00:00:00","clojure","36"
"2022-05-01 00:00:00","julia","138"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","lua","132"
"2022-05-01 00:00:00","r","4134"
"2022-05-01 00:00:00","swift","1460"
"2022-05-01 00:00:00","objective-c","85"
"2022-05-01 00:00:00","ruby","436"
"2022-05-01 00:00:00","rust","600"
"2022-05-01 00:00:00","c++","3526"
"2022-05-01 00:00:00","shell","402"
"2022-05-01 00:00:00","sql","3323"
"2022-05-01 00:00:00","cobol","8"
"2022-05-01 00:00:00","typescript","2795"
"2022-06-01 00:00:00","javascript","12624"
"2022-06-01 00:00:00","r","3886"
"2022-06-01 00:00:00","c#","5301"
"2022-06-01 00:00:00","scala","285"
"2022-06-01 00:00:00","sql","3131"
"2022-06-01 00:00:00","c","1561"
"2022-06-01 00:00:00","shell","381"
"2022-06-01 00:00:00","lua","145"
"2022-06-01 00:00:00","groovy","141"
"2022-06-01 00:00:00","ruby","425"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","haskell","131"
"2022-06-01 00:00:00","java","5700"
"2022-06-01 00:00:00","fortran","56"
"2022-06-01 00:00:00","clojure","42"
"2022-06-01 00:00:00","kotlin","1313"
"2022-06-01 00:00:00","go","676"
"2022-06-01 00:00:00","typescript","2854"
